sqft,beds,baths,age,lot,garage,neighborhood,dist_city,price
1259,4,5,2,2310,0,D,5.74,219454
1420,3,3,38,8764,2,D,7.18,202359
1535,2,2,48,811,0,A,7.24,300212
1467,3,2,12,2767,1,E,2.67,190614
2670,1,2,30,4038,1,E,7.15,279738
1485,3,3,13,7294,0,E,11.55,202680
1310,3,4,4,3905,1,E,7.5,182858
896,4,3,0,5618,2,C,4.78,211639
2302,4,4,5,3873,0,C,12.46,360780
1790,3,3,1,6341,2,C,11.35,311194
1021,4,3,20,5253,2,D,10.68,182550
1723,3,2,16,8515,2,B,22.04,317886
1818,3,3,27,5369,1,E,8.65,218770
1085,3,4,20,7197,1,E,7.23,166650
1459,2,3,26,4154,0,B,10.45,265530
1902,4,4,14,8367,2,C,5.48,317334
1767,3,3,3,2844,0,B,8.59,344447
1791,5,5,16,5162,1,A,10.34,437019
1370,2,1,13,2512,2,A,14.56,308501
1250,2,3,67,4398,1,A,7.51,227544
1707,4,5,13,6146,2,D,6.16,263304
889,3,3,18,5050,2,A,13.58,240857
1198,2,2,19,4821,0,E,11.8,146599
1736,2,2,12,2088,2,E,2.29,205711
2341,3,2,16,6181,0,C,4.4,350300
943,5,5,16,6771,0,E,18.61,167287
1295,1,2,36,5423,1,E,16.93,137579
1586,3,3,0,7805,2,B,1.17,332057
633,3,3,5,5144,2,E,28.35,121138
1924,4,4,7,6455,2,E,10.44,248032
2594,3,3,30,6430,2,C,13.32,375698
1363,3,4,53,2378,2,A,5.02,285930
1425,4,5,2,5519,1,A,8.03,388286
2111,1,1,8,4555,2,A,13.0,437422
639,4,3,0,5107,2,E,12.49,121495
1910,4,4,3,9376,2,D,12.78,311545
1005,3,3,3,4506,0,E,17.16,156304
1777,3,3,61,6460,1,A,6.07,349450
928,3,3,7,4682,1,C,11.18,193836
1133,4,3,10,3147,2,E,19.68,155858
2014,3,2,3,5003,1,C,18.03,311775
1180,3,3,39,5364,2,C,0.19,194457
1094,3,3,7,8039,0,E,5.5,169020
1441,2,1,0,2139,0,C,10.21,248946
1377,3,3,22,9094,0,D,18.04,213163
1746,4,4,37,6277,1,B,1.23,327883
2037,4,3,0,6750,1,D,12.25,302285
1903,2,2,12,6062,1,A,13.05,416985
2159,3,2,14,8083,1,C,0.06,344853
907,5,4,9,5910,0,C,1.76,215200
580,2,2,14,3117,1,B,17.72,153041
1937,2,2,10,7980,2,B,11.84,357620
2297,2,2,3,6490,1,C,18.33,350717
1072,2,1,73,6309,2,B,8.45,145385
1413,3,3,0,494,0,B,12.16,282320
2115,2,3,25,4176,2,A,8.53,443332
1603,3,2,29,7898,0,A,0.53,366584
1213,2,2,52,4009,0,B,5.06,204820
1346,3,4,21,8458,2,C,14.83,244440
1867,2,1,22,7046,2,D,4.77,260050
1483,4,3,33,2489,0,D,12.65,208406
2001,3,4,4,200,0,E,10.35,237039
899,4,3,115,4224,2,D,5.24,93081
2312,2,2,29,7212,2,A,11.92,463361
2045,5,4,11,3985,1,E,11.92,248619
1148,3,3,7,5307,0,A,8.15,316506
1614,3,4,43,3850,2,E,20.97,180939
1587,3,3,11,4900,2,E,3.6,195299
1452,3,2,34,3505,1,A,17.53,306741
1472,2,2,5,6850,1,D,7.08,232335
1653,4,4,4,5229,0,B,1.49,347187
1527,3,4,2,4316,0,B,15.83,322433
300,5,5,7,10617,0,E,3.28,120333
2157,5,5,5,5680,1,B,16.59,420613
1285,4,3,1,2196,1,C,21.31,233725
1351,3,3,3,6791,1,A,9.57,356395
1664,2,3,34,5590,0,C,16.44,250287
1520,3,3,21,4959,1,C,2.56,255959
1025,4,4,2,5656,1,A,0.03,325240
1420,2,2,5,5842,1,E,4.59,176611
1980,3,2,22,1319,2,E,13.14,218133
1202,5,5,1,4950,2,C,3.77,266778
682,3,3,16,7887,2,E,17.71,126751
691,5,5,9,4250,2,E,7.05,135590
2085,4,4,12,2455,0,E,15.01,241295
1726,3,2,3,6876,1,A,9.45,410094
1776,4,4,22,10910,2,A,14.6,424016
1654,3,3,44,5157,2,B,6.08,284167
642,2,2,28,1805,1,C,22.31,115044
1604,4,4,44,5554,2,A,15.72,353460
998,3,2,37,4675,1,A,13.55,227723
1037,3,3,17,200,1,D,11.91,166318
1394,3,3,15,6655,1,D,1.48,220263
1084,2,1,26,6108,0,A,10.58,255865
1581,3,2,45,2288,0,A,0.39,316716
2285,4,4,10,4886,2,E,16.46,267033
2150,3,3,12,200,1,C,4.57,324697
1301,3,4,39,3771,0,B,7.98,250037
1347,1,1,6,3995,0,D,14.67,189562
767,5,5,4,2155,1,E,9.85,156644
1244,3,3,81,4402,0,D,3.21,138360
1449,2,2,29,6655,1,E,1.84,182076
1542,2,2,6,5045,1,B,0.65,295287
1806,4,5,21,3716,0,D,12.67,262541
1765,2,2,12,4807,0,B,19.28,309457
1529,3,4,11,7755,1,E,10.31,204632
1131,2,2,3,6794,0,A,12.53,290676
2254,4,4,33,529,0,E,7.51,257238
1569,2,2,16,4355,2,A,15.25,349087
2333,3,3,19,4574,0,E,7.2,259938
1383,4,4,7,5718,1,E,8.4,205432
1534,2,1,16,4561,1,C,3.78,237888
1256,3,4,19,7200,0,B,12.2,254950
2633,4,4,21,4992,0,A,13.01,558631
1687,2,2,45,5018,0,A,13.62,320563
1690,2,1,29,5816,0,A,12.85,356165
1503,3,3,15,4373,1,E,19.26,189513
1778,4,4,47,5738,0,C,9.18,276488
1927,5,5,6,2761,0,A,19.16,467251
1892,3,3,6,2380,2,D,9.2,284246
624,2,2,1,1345,1,D,0.22,141403
825,3,4,38,7658,2,A,14.7,213388
1574,3,3,2,2843,0,A,3.91,383078
2009,3,3,32,5962,1,E,2.3,238023
1191,2,3,4,5176,2,E,9.7,157696
1533,4,3,0,6952,0,C,7.67,285685
478,2,2,64,2214,2,C,2.15,71021
1462,2,2,0,6105,2,A,13.78,350879
1372,2,1,15,8229,1,B,6.0,276611
1436,3,3,30,6508,1,C,12.11,241673
1754,5,5,25,5084,2,B,17.48,346942
589,2,1,3,4857,1,B,15.23,169490
2502,4,5,1,2584,0,E,8.02,292066
1138,2,2,8,2528,0,D,17.33,177079
1693,2,2,7,4744,2,C,10.31,279155
1779,3,3,2,3591,1,D,7.32,268888
1272,2,2,11,7350,1,E,10.64,178063
1176,4,5,42,3879,0,B,3.11,233649
941,2,3,20,8577,1,E,2.76,145378
1958,4,5,30,200,1,D,2.22,273823
909,2,2,0,5101,0,C,4.16,184986
1507,5,5,55,6365,0,A,11.75,332143
1580,3,4,2,5319,2,C,15.5,284307
1305,3,3,10,3641,0,C,3.19,234826
1014,2,2,3,2161,0,C,6.96,185570
2269,4,4,0,3986,2,B,17.36,431007
922,2,2,0,323,0,A,12.1,253339
1209,2,1,30,4107,1,C,13.66,189864
1340,2,2,23,5793,1,D,14.17,202028
1536,5,6,4,3505,1,A,22.37,402410
1768,5,4,9,3996,1,B,10.17,359175
1589,2,2,5,5147,2,B,10.61,310147
2076,4,5,28,5703,1,A,14.88,458918
1293,3,2,72,1407,2,A,10.67,218206
1054,4,4,15,2986,2,C,9.4,201305
1688,3,4,6,5366,0,A,11.08,409238
1382,1,1,6,2111,1,E,2.82,159421
2432,4,5,13,3732,1,D,2.49,348570
1492,5,5,73,1809,2,C,3.51,215290
1731,1,1,15,4619,2,C,3.58,266855
1953,3,3,24,5874,2,E,4.29,236913
1191,2,1,33,6312,1,D,12.95,177171
1119,4,5,16,10217,2,E,11.27,177897
796,4,3,30,4226,2,E,1.58,122493
1246,2,2,30,4617,0,E,5.83,147270
1614,3,3,58,1837,2,E,12.6,170161
1826,3,3,22,5569,2,E,4.73,224066
1385,3,3,7,5864,2,C,0.48,253240
2141,2,3,29,6595,0,E,16.72,242665
1490,3,3,11,1892,2,A,11.2,357122
987,3,3,6,4030,0,A,4.42,286421
998,4,5,68,5380,0,B,22.0,170258
2443,2,1,5,8523,0,B,18.91,428413
1237,3,4,3,7570,2,C,10.41,246242
1582,3,3,4,3610,1,A,15.38,387189
1618,3,3,43,6296,1,E,23.16,172297
1674,5,5,0,1949,0,A,19.59,420889
1339,4,3,19,6292,1,E,10.5,191777
1747,3,2,6,6133,1,D,4.37,263760
964,5,4,9,7477,2,A,8.58,317910
716,3,3,15,8077,1,B,17.21,196716
1403,2,2,8,2149,2,B,7.82,275660
858,4,5,18,5161,0,A,17.74,271446
1341,3,3,15,5102,1,A,21.42,316505
1832,3,2,16,4420,1,B,5.48,335316
2328,4,4,6,1976,1,A,27.19,514196
1835,3,2,51,5910,1,D,11.38,241284
1509,3,3,16,7743,2,C,15.17,265900
1618,3,3,81,5323,2,E,17.45,156225
1271,2,2,1,5078,0,D,13.35,211522
1466,2,2,2,3773,0,E,7.14,185144
1583,3,3,117,4292,1,B,1.96,193502
1696,4,4,36,4374,2,B,8.62,314401
1361,2,2,93,6568,1,E,3.45,113557
2110,5,5,4,8791,2,B,0.2,424599
2273,3,3,7,1357,2,B,8.37,395057
824,4,4,13,6111,0,A,5.02,264429
1259,2,2,35,1935,0,D,10.55,165739
1455,1,1,1,4535,1,A,11.81,337697
1111,4,3,9,6026,1,C,16.37,230515
2025,3,3,15,4272,0,C,11.19,309452
1493,3,3,16,6300,1,C,2.0,253851
758,2,2,4,5082,2,C,15.3,160153
2034,4,4,45,3534,1,D,2.87,276024
2205,2,3,2,5791,1,E,2.42,262629
823,3,3,35,6847,2,A,10.45,216558
1944,4,5,0,1597,0,A,6.13,469332
595,5,6,75,3787,1,C,6.28,107527
1710,3,3,27,4193,2,B,7.16,307557
1660,3,3,4,3566,1,D,12.47,261365
2016,4,5,6,4064,2,C,5.57,340838
1811,5,5,7,4743,2,E,4.74,245096
1637,2,1,2,6338,2,A,2.85,392077
1793,2,2,34,6843,0,E,10.56,192100
1591,5,4,12,7012,2,D,1.09,260610
911,2,2,0,4834,1,A,12.44,255820
1770,3,3,14,5869,1,E,15.0,226436
913,4,3,27,8523,1,B,12.07,215386
1261,5,4,0,3354,0,E,17.4,187803
1821,4,4,57,4419,0,E,14.44,191347
1745,3,3,6,4096,0,A,14.56,406683
1613,2,1,0,5342,2,E,18.3,198010
2009,3,3,24,8402,2,C,17.74,309823
1512,4,5,7,4623,2,C,5.71,287819
1481,2,1,1,6802,0,D,12.26,221761
1021,1,1,3,6321,2,E,1.9,145866
2213,3,2,39,5755,2,A,1.06,447829
1200,2,2,3,5135,1,D,14.51,187773
1990,4,5,88,7350,1,A,17.25,360340
1519,2,1,17,2366,2,E,2.6,174470
1236,4,4,34,8653,1,E,9.98,170718
1107,4,3,1,4039,1,D,16.44,208424
1078,3,2,41,4796,1,A,8.56,245622
1690,3,2,51,7579,0,B,19.6,283506
2558,3,3,10,4592,2,A,5.45,553299
1574,2,2,9,4951,1,B,18.89,285804
1026,2,2,31,4186,0,B,12.28,202948
765,2,2,10,4703,2,A,6.85,219464
1989,3,4,8,3994,0,C,8.54,315890
1757,4,3,0,3744,2,B,10.82,345590
1724,3,3,12,2980,1,D,8.54,247038
300,3,3,41,8815,1,C,17.06,99286
1489,3,3,5,3952,0,C,7.29,262785
2349,3,4,3,5868,2,B,10.29,427682
1349,2,3,4,4040,0,B,1.21,288678
1849,5,5,3,9910,2,B,5.11,397836
1838,5,5,163,4463,0,E,12.24,137506
2129,3,2,14,6294,0,A,21.92,455227
1740,3,3,37,6013,0,C,10.45,265874
1964,3,3,1,3431,0,C,9.2,330175
2219,2,2,2,4768,0,B,11.84,401658
2237,3,3,8,8334,1,A,11.88,508417
1375,3,3,37,6439,1,C,6.14,226467
2050,4,3,21,3772,2,D,3.53,298471
1654,4,3,41,6642,0,B,0.59,311084
1673,3,4,10,4878,2,B,10.22,327969
1073,3,3,14,3192,1,A,21.39,266133
1934,3,2,0,6929,2,B,11.6,363972
1485,1,1,0,4447,0,B,19.16,284089
1459,2,1,1,1404,0,B,12.56,282602
1175,3,3,36,6073,1,B,17.08,225531
1403,3,2,1,4571,0,C,20.9,255304
2022,5,5,48,1615,0,E,8.39,233653
1992,3,4,4,5386,0,A,5.22,469442
1102,3,4,36,6895,0,D,5.77,173302
1346,2,1,8,5630,1,D,17.13,205035
1901,2,2,7,4416,2,D,9.99,276529
1847,3,3,17,6341,1,D,3.4,266951
2063,4,4,59,3685,0,B,20.32,320964
1557,2,2,24,4802,1,E,8.25,174484
1313,3,4,25,4261,2,D,6.73,213078
1515,3,3,35,4751,2,E,7.12,171092
1716,3,3,20,5647,2,C,6.84,271014
1001,4,4,3,3292,1,C,10.61,225195
473,3,2,14,5015,2,B,14.22,151194
1832,4,3,30,6498,0,E,9.95,224238
1610,2,1,0,6678,0,A,15.87,367321
1739,2,3,1,4958,1,A,9.38,409431
1787,3,3,0,5509,2,D,16.76,271961
1172,2,1,7,2215,2,D,3.21,185643
1625,3,2,30,3976,0,D,3.49,231842
984,2,1,20,6169,0,C,11.85,180750
1905,4,5,67,4497,2,C,6.59,260711
2344,1,1,75,7186,0,D,13.7,254764
2146,4,4,37,2403,1,B,14.39,356207
1705,3,3,34,1479,1,D,3.96,237315
1036,4,4,3,2792,2,B,5.08,248600
1805,3,3,17,3709,1,C,12.55,291436
1535,3,3,26,7815,2,E,0.63,200514
1080,4,4,18,4948,2,B,3.12,241820
1796,2,1,7,3220,0,D,7.03,248303
2919,4,4,41,8639,0,B,15.72,471838
2284,2,2,5,4166,2,A,14.13,476445
1466,2,1,5,1623,1,D,16.95,208214
1468,4,4,27,2235,1,E,10.34,191927
845,2,2,6,3839,1,C,4.06,184310
1225,5,5,16,2698,1,A,14.6,325276
1461,3,3,12,6793,2,C,6.28,262887
2032,2,3,3,5011,2,E,12.93,241992
1503,1,1,0,7266,2,A,12.97,348006
1840,4,5,10,4409,1,A,9.91,439416
1338,5,5,0,327,1,A,15.82,367600
1702,2,2,58,6461,2,A,13.71,318210
1589,1,1,26,7934,0,A,19.65,319914
725,3,2,0,4070,1,B,18.05,187342
1379,2,2,36,8045,0,E,10.66,164098
2165,3,4,8,4172,2,C,13.32,338572
1215,1,2,6,5781,1,B,8.42,236909
1886,2,1,41,3595,2,B,16.9,292368
1945,2,3,0,3732,2,E,8.89,232412
983,3,2,4,3156,1,E,16.1,148541
2021,3,3,1,3587,0,B,10.64,384346
993,2,3,18,4423,0,E,0.14,146848
1813,3,3,8,4860,2,C,8.12,292152
1326,3,2,11,5285,2,E,10.25,168913
865,2,2,86,7453,1,D,12.76,91877
893,3,3,21,1650,1,D,11.97,144662
1271,2,2,41,3848,2,B,2.9,223964
673,2,1,15,5413,0,A,13.38,198835
926,3,3,3,2297,1,E,4.02,137949
1299,3,3,39,5029,1,A,9.99,291817
1726,1,1,21,6621,2,D,14.73,237574
1782,3,2,1,3251,0,C,5.92,295926
869,2,1,45,6081,0,D,1.55,131102
840,5,5,17,4283,0,A,18.96,262577
1576,5,5,2,7386,1,C,8.75,305886
1522,4,5,7,8556,0,C,16.43,286833
1997,3,2,36,4362,0,E,7.26,224220
1740,3,4,3,5787,2,E,2.2,235894
1308,2,1,5,4597,0,E,17.39,175565
2009,3,4,7,2654,0,B,6.22,381500
1486,3,3,33,3969,2,A,9.67,323963
1366,2,2,3,7078,0,A,14.54,347819
2350,2,1,19,4841,0,C,16.92,337646
1874,2,1,14,5206,2,B,2.47,328471
1870,3,3,4,8269,2,A,3.89,448481
2588,2,2,9,7187,0,B,13.78,432281
834,2,2,2,4481,1,D,3.22,158316
1036,3,4,26,2069,1,D,16.95,172009
1369,5,5,26,5118,0,E,5.93,191009
1823,5,5,5,3755,1,D,14.16,289894
974,2,2,43,5009,2,A,9.42,223282
1783,4,4,5,7955,1,A,5.65,447707
1466,5,4,8,5221,2,D,11.65,243092
1430,2,2,1,3363,2,A,20.75,337577
1532,5,6,16,6981,2,E,15.45,208198
768,3,2,24,3589,2,B,11.18,178292
2280,4,4,33,3340,1,C,4.81,340619
1027,5,5,6,4007,1,A,13.5,318685
1006,3,4,38,9640,1,B,16.46,214862
1733,3,2,28,4221,0,C,6.63,262294
1417,3,2,16,5994,2,C,11.67,232990
2156,2,3,0,6093,2,A,2.32,496075
904,3,3,20,1236,0,C,15.0,160515
2094,3,4,14,7696,0,B,3.41,399867
1687,4,5,22,3726,1,C,2.12,289654
1409,5,5,15,4251,2,E,5.36,199543
891,2,2,48,5658,0,A,4.44,192877
1766,3,4,20,1602,0,E,1.1,211669
1877,4,4,18,6586,1,E,20.69,231986
1509,1,1,74,3598,1,D,2.91,159727
1364,1,1,78,4315,2,A,4.31,220702
1228,4,5,9,9266,0,E,7.53,184026
1926,2,2,0,5647,2,A,8.93,429397
1750,4,5,26,1933,0,A,23.49,397283
1704,4,4,0,3895,0,D,15.38,281423
1770,3,4,4,5422,0,E,8.78,221969
1631,5,5,7,7262,2,C,0.95,306391
1488,3,2,16,7672,1,A,6.46,361182
1566,2,1,0,4834,2,C,2.71,264443
1664,2,2,25,5548,1,A,6.25,360815
1706,2,1,32,7234,1,B,0.28,305133
998,3,2,6,4409,1,B,17.9,228697
1527,4,4,1,2316,2,E,14.07,211166
2181,4,4,12,5869,0,A,14.61,501066
2131,1,1,49,4979,0,B,8.79,317789
895,3,3,53,7198,0,B,7.56,167709
575,4,4,21,4426,2,C,7.21,156524
1827,2,2,18,4267,2,D,19.61,249098
1620,3,4,23,5895,2,E,7.35,199895
2127,3,3,1,2373,1,B,3.43,388747
2183,5,5,41,7237,2,A,10.53,475429
1187,3,3,18,4048,2,C,8.17,210414
1233,4,3,63,1817,0,B,14.13,208843
1407,4,5,0,6299,0,C,16.08,283074
1488,3,2,30,2983,1,B,9.48,272055
1058,2,3,3,5036,0,C,9.39,215405
1201,3,3,21,3926,2,D,13.0,181756
992,3,3,18,726,2,D,11.97,160006
1246,4,4,142,6679,2,E,5.57,88153
1003,3,2,6,7308,0,C,14.33,204985
1797,2,2,5,3404,2,D,4.52,268114
1101,3,2,12,2523,1,B,0.92,245239
1467,3,2,1,1303,0,A,13.21,361554
2070,3,3,21,4207,0,C,3.87,320306
1575,3,4,39,4341,0,C,7.03,248750
1192,3,3,35,4891,2,E,25.5,149463
2385,4,3,20,7503,0,D,20.03,338323
1702,3,2,7,5580,0,B,12.82,323604
1095,4,4,54,5888,2,E,20.5,133043
1736,3,3,59,8420,2,E,8.38,190125
300,2,2,42,6154,2,A,1.5,117329
1823,5,5,2,3053,2,A,11.1,467196
1164,2,2,32,5783,2,E,8.0,135965
1860,3,3,83,5458,0,C,8.61,223261
886,4,4,6,7439,1,A,18.98,287105
1318,2,2,1,5906,2,A,5.27,328120
627,2,2,12,7445,1,A,14.76,211472
1225,4,4,46,8397,0,E,3.33,170295
1808,2,1,13,3217,2,C,14.6,276921
1433,3,2,7,1622,2,A,11.49,344061
1724,3,4,76,200,2,B,0.99,247484
746,2,1,14,2468,1,A,6.57,203011
1734,3,3,3,4813,0,E,15.06,226976
1662,3,4,8,4736,1,A,5.64,393361
1895,1,1,11,4022,0,B,8.72,318106
615,2,2,17,6850,0,B,7.84,165016
1055,2,3,4,7945,0,E,3.11,169147
1020,2,2,13,6387,0,A,3.49,270075
2269,3,2,14,7011,1,B,2.78,403995
2109,3,3,18,6894,2,E,9.52,248452
1730,2,2,4,2757,1,C,24.38,274539
1559,2,1,19,5035,2,E,13.69,182603
1057,2,1,0,6778,1,B,12.48,225723
799,3,3,8,4767,2,B,13.48,203158
1364,3,3,10,10571,0,C,0.22,261102
1758,3,3,5,1150,2,C,20.18,289395
1630,3,4,58,4165,1,D,3.08,211163
1265,4,4,4,5721,1,C,3.38,262036
1584,3,3,25,3880,1,B,14.23,292158
1548,3,3,2,5619,0,A,14.2,392801
2025,3,3,9,5135,0,A,14.07,446087
1529,3,3,4,6007,0,E,3.09,202773
1587,4,5,38,4555,2,C,2.72,261678
1513,4,4,50,5094,1,B,5.24,277569
2387,1,2,27,3060,2,B,11.15,367534
528,2,2,4,323,0,E,4.66,92123
1545,2,2,14,3536,1,D,9.8,213919
1576,1,1,5,7845,2,B,16.51,299435
1270,3,3,30,1068,0,E,12.74,146369
1721,3,4,6,7279,1,B,12.56,351133
620,4,4,24,4316,0,A,9.28,216844
829,3,3,7,5811,0,A,18.65,257787
880,3,4,5,9295,1,A,7.93,280295
1042,5,5,11,289,2,E,14.36,156275
1805,3,3,2,6759,1,D,5.41,271172
1041,4,4,45,5626,2,E,4.32,137558
1971,2,3,2,6888,2,B,6.21,379975
1439,2,1,1,5175,0,B,3.08,287245
985,4,4,2,6524,0,A,2.97,317168
1249,2,2,16,6537,0,A,21.2,292455
2024,3,2,4,4838,0,B,7.29,379241
1072,4,4,33,11865,0,A,12.97,298494
901,1,2,39,4382,1,E,10.21,100919
2104,1,1,5,4198,2,A,14.39,442939
954,2,2,4,6861,2,B,14.69,214961
2459,2,2,27,2155,2,A,2.95,487524
1655,3,4,57,3708,1,E,9.79,166929
942,3,4,18,4691,2,C,13.58,183552
1126,3,3,34,8556,2,B,5.34,228032
918,5,4,0,6315,1,B,7.4,252907
2167,4,4,13,5432,0,D,7.47,309753
1451,2,2,15,6463,0,B,11.72,273920
1165,4,5,49,3129,1,A,5.23,280903
2213,5,6,45,3780,0,A,9.77,462515
2123,2,2,29,5397,2,D,13.53,275492
2254,5,6,35,9309,2,B,11.01,420088
2058,3,3,41,1876,0,E,14.9,210633
1638,4,4,62,2919,2,D,1.12,209185
2021,4,4,50,6036,1,D,14.87,268473
1766,1,1,11,6488,1,D,11.2,246141
1381,3,4,21,2357,1,A,8.05,321085
821,4,5,9,6451,0,B,11.35,227487
1672,3,3,7,2696,0,D,5.08,258554
1846,3,4,6,6649,2,B,9.43,360867
1178,5,5,5,4608,2,B,8.11,289530
1326,2,2,35,4902,2,B,11.43,228137
1507,3,4,7,4926,2,D,15.78,246072
881,1,1,4,8062,1,C,8.7,183965
599,2,2,27,4895,0,E,9.06,98161
1495,2,2,47,200,2,D,18.71,173410
1191,4,4,23,3747,0,A,13.18,306736
1948,4,4,13,5570,1,D,20.13,283168
1240,3,4,23,5791,2,E,20.61,165455
1810,3,3,15,8105,0,A,17.5,416807
1621,3,3,28,5627,2,B,7.95,303621
1065,5,5,13,4492,1,A,22.06,309990
2353,2,2,4,7147,0,B,15.28,403844
1107,4,4,6,4830,2,B,15.51,253973
1272,2,2,9,5317,1,E,0.3,165659
866,2,2,6,3051,1,D,10.88,152683
1258,4,4,2,5929,2,B,12.69,286931
2227,3,3,20,3675,1,D,8.71,293806
1812,4,3,5,5262,2,C,0.18,316157
2113,4,4,18,1637,0,D,11.92,297362
1417,2,1,55,3600,0,E,21.9,126135
1528,5,6,45,3893,0,B,11.01,297061
616,4,4,28,4914,1,E,7.95,102582
2418,3,3,14,6660,1,E,0.9,287146
2154,2,2,52,7898,1,E,3.1,223766
1717,2,1,14,8281,1,E,21.31,200154
1475,4,5,39,280,1,C,9.5,234300
1961,2,2,7,4746,0,A,14.34,424809
1245,3,3,6,4914,2,C,8.06,236594
1638,5,5,7,2606,0,E,12.17,230486
2107,2,1,45,10402,0,E,8.76,226492
949,5,5,11,5553,0,C,5.78,220118
1695,3,3,3,5765,1,A,3.09,407578
1654,3,4,8,5402,1,E,2.76,225087
897,2,1,19,1227,2,E,5.37,114340
1491,2,2,6,2795,2,A,11.75,345976
1785,4,3,27,4237,0,A,1.7,403556
1235,3,3,67,1102,0,E,12.26,114127
1079,3,3,56,3481,2,A,5.42,228082
2096,4,4,0,3489,2,E,10.45,256237
1755,3,3,1,2418,2,A,10.72,414650
1855,3,3,10,4185,2,B,15.67,353320
1758,5,5,73,5321,2,E,12.34,183942
1634,2,3,113,453,1,B,7.34,176564
1134,3,2,15,3949,0,C,13.61,199416
1146,3,4,4,2475,1,C,12.38,225247
1403,4,4,0,6009,2,A,2.07,392901
1398,1,1,13,4256,1,B,12.36,258558
1959,4,4,33,2150,0,C,12.35,303120
1902,2,2,3,4773,2,D,8.27,267762
1719,3,3,39,4670,1,C,8.05,256372
1781,2,3,16,3220,2,A,15.71,390587
331,3,2,20,5652,1,E,10.6,84033
1085,4,4,19,200,2,B,6.07,240558
1904,2,3,17,3338,1,E,8.89,215033
1493,2,2,33,4595,1,C,12.17,231591
1188,4,3,45,1043,0,B,6.39,216894
1345,5,6,35,5418,0,D,7.01,229878
1547,4,3,2,6273,0,E,5.98,220331
1582,4,5,42,8637,0,B,1.03,315001
1507,5,5,8,5768,1,A,12.84,396091
1596,2,3,56,7234,1,B,9.04,249572
1251,2,3,0,5723,2,B,8.7,279471
1437,5,4,3,6295,2,E,15.18,207552
1193,3,3,6,6383,1,B,13.21,256379
1191,2,2,44,8393,2,C,17.7,171061
1613,2,2,43,4823,2,C,12.78,219648
1751,3,3,5,5592,0,E,6.06,232152
1673,3,2,22,5946,0,A,25.6,365215
1917,2,2,22,5300,2,B,14.17,328597
553,5,5,4,5713,1,D,27.54,145980
1262,5,4,0,5480,2,E,6.67,204297
1180,3,3,0,6956,0,E,15.07,172499
1341,3,3,11,983,2,D,0.38,210349
946,3,3,8,1725,0,C,12.46,184014
1559,5,4,13,5979,2,C,2.36,293977
3131,4,5,5,4432,0,C,15.96,479025
1626,3,4,14,5722,0,D,7.82,252653
1219,3,3,36,1998,0,B,5.89,236355
1423,2,2,23,8766,1,C,1.99,235492
2318,2,3,2,5022,0,A,5.07,506535
1676,1,1,16,5267,0,D,12.62,223988
1536,4,4,12,5787,2,D,8.92,242272
1116,4,4,27,6395,2,C,10.42,203550
1754,5,5,12,2993,0,C,19.71,297066
2179,1,1,9,2155,0,A,5.89,449716
1256,5,4,30,7922,1,E,6.61,187002
1132,3,3,9,7647,0,C,25.51,210290
2028,2,2,6,7030,1,A,10.46,458249
1718,3,4,13,5203,0,D,18.3,252682
915,5,6,12,3436,1,A,11.06,290657
1135,2,3,47,5376,1,B,9.82,199527
1471,3,4,6,4646,0,E,13.76,196048
1591,3,2,37,5060,1,B,10.58,285673
1543,3,3,20,5058,0,A,4.67,357034
845,3,3,1,5740,1,B,3.32,229866
1316,1,2,13,5469,0,D,12.46,190336
931,3,3,14,4494,0,D,4.81,166671
1585,3,3,1,7829,2,E,11.26,218811
1558,4,3,16,5948,1,B,3.38,308402
2159,3,3,46,2985,0,A,8.08,431217
1049,2,2,5,4731,2,D,0.89,182677
1709,4,4,8,6743,2,B,5.92,343647
981,2,2,4,4532,0,C,12.1,183348
1419,3,2,13,5088,0,E,17.34,185286
1134,4,4,24,6861,2,C,3.96,227047
2075,4,4,2,6156,2,E,15.5,270868
1564,4,4,0,2482,1,D,1.57,261539
1800,2,2,17,2176,1,E,12.06,209626
489,3,3,38,7471,2,A,1.46,169663
1771,3,3,1,4190,1,B,12.55,336443
1491,3,2,39,3824,1,C,3.88,232925
1581,3,3,53,5894,0,E,13.05,167008
1793,5,4,1,2726,0,A,14.3,443427
2306,3,3,8,6171,2,A,5.62,500648
1877,5,6,28,4585,1,D,1.98,288989
1969,4,4,0,4015,0,A,18.68,460277
1422,4,4,19,4674,1,B,6.25,292062
978,4,5,1,3122,0,D,9.72,190088
1367,3,3,18,4085,2,D,9.14,205352
736,3,3,12,8585,1,B,13.73,189905
818,5,4,4,6924,2,C,13.86,212946
1325,3,3,40,3110,2,C,8.23,215789
542,3,3,95,5551,2,C,21.83,53697
1067,1,1,16,5920,0,C,3.94,182189
2893,2,1,19,5907,1,C,12.58,396227
1232,3,4,16,5391,0,D,13.48,206377
1934,3,2,14,6375,2,A,13.88,424624
1941,1,2,5,211,2,E,16.13,208681
1357,5,6,1,3347,1,B,13.03,311454
1430,5,6,47,6267,2,A,17.56,349207
1626,3,3,5,4838,1,B,12.18,321700
1727,3,4,6,4952,2,A,14.39,418866
1288,4,5,6,5161,0,A,1.5,355730
1895,1,1,19,4015,1,D,9.84,236664
2498,1,1,13,3770,0,C,2.7,354824
607,2,3,36,5527,1,B,18.32,139526
